price,lotSize,age,livingArea,pctCollege,bedrooms,fireplaces,bathrooms,rooms
380000,2.0,35,2212,52,4,1,1.5,8
289900,0.3,0,2376,52,4,1,2.5,10
188000,0.41,33,1712,52,3,1,1.5,7
600000,0.99,1,2660,62,4,1,3.5,8
262000,0.29,5,1487,36,3,0,3.0,5
220000,2.03,30,1532,36,3,1,1.5,8
275000,0.61,21,2486,62,4,1,2.5,11
215000,0.46,25,1918,62,3,0,2.0,8
100000,0.51,47,1270,21,3,0,1.0,7
158500,0.17,19,1406,40,2,0,1.5,7
148900,0.15,18,1385,40,2,0,1.5,6
218000,0.45,16,1300,40,3,0,1.5,4
355840,0.87,0,3259,40,4,1,2.5,10
168000,0.08,9,1536,36,3,0,1.5,7
171000,0.58,14,1636,35,4,1,1.5,9
195000,0.41,15,1944,35,3,1,1.5,7
201880,0.46,19,1676,35,3,1,2.0,7
145000,0.47,12,1040,36,3,0,1.0,5
206000,0.01,13,1800,36,3,1,2.5,7
78000,0.14,85,1394,21,3,1,1.5,6
320900,0.47,5,1885,21,2,1,2.0,7
159000,0.61,1,1056,21,3,0,2.0,4
180000,0.16,38,1593,62,3,0,1.5,4
129900,0.05,125,1436,62,4,0,1.0,5
150000,0.38,34,1668,62,4,1,1.5,5
171134,0.25,35,1302,62,3,0,2.0,4
151000,0.37,33,1239,62,3,1,1.0,7
100000,0.31,85,840,62,2,0,1.0,3
655000,0.19,55,780,62,2,0,1.5,6
243500,0.29,3,1728,62,3,0,2.5,7
265000,0.18,140,1666,62,3,0,1.0,8
400000,0.24,4,2022,62,3,1,2.5,7
272800,0.08,46,2225,62,4,1,2.0,9
255000,0.17,115,1023,62,2,0,1.0,6
220000,0.13,17,1290,62,2,0,1.5,4
775000,0.48,31,3968,62,5,4,3.5,12
233000,0.14,129,1699,62,4,0,1.0,9
216977,0.48,27,2137,62,4,0,1.0,9
245000,0.03,5,1428,62,2,1,2.5,4
159000,0.24,35,936,62,3,0,1.0,8
725000,0.21,3,2586,62,4,1,3.0,10
268300,0.16,6,1373,62,3,1,2.0,5
159000,0.28,33,1272,62,3,0,1.0,6
155000,0.3,33,1368,62,3,1,2.0,8
345000,0.29,18,2120,62,4,1,2.5,11
165200,0.3,34,1279,62,2,0,1.0,5
185000,0.53,35,1104,62,2,0,1.0,3
225500,0.28,41,1092,62,3,1,1.0,4
420000,0.11,121,2247,62,4,0,2.0,10
220000,0.18,53,1146,62,4,0,1.5,7
620000,0.53,23,3250,62,3,2,2.5,10
260000,0.35,18,1920,62,4,1,2.5,10
359900,0.5,0,1932,62,3,1,2.0,7
375000,0.14,4,1620,62,3,0,2.5,7
302900,0.22,50,1640,62,3,0,1.0,4
175000,0.17,39,1040,62,5,0,1.5,6
260000,5.35,37,1676,62,4,0,2.0,8
270000,0.33,16,1991,62,3,1,2.5,6
485000,0.24,17,1908,62,4,1,3.5,9
200000,0.57,85,966,62,3,0,1.0,4
367000,0.03,19,1815,62,2,1,2.5,5
175000,0.3,32,1664,62,3,0,1.0,7
203000,0.04,19,1216,62,2,1,2.0,4
170000,0.16,33,1564,62,3,0,2.0,7
375000,0.31,32,2752,62,4,1,2.5,10
159900,0.25,35,936,62,3,0,1.0,4
230000,0.14,95,1617,62,4,0,1.5,9
375000,0.12,69,1452,62,3,1,2.0,5
421000,0.31,5,1911,62,3,1,2.5,6
218000,0.28,31,1580,62,3,0,1.5,4
167850,0.27,34,1920,62,3,1,1.0,5
252500,0.21,80,1155,62,4,0,1.5,7
650000,0.34,3,3770,62,4,1,2.5,12
380000,0.04,18,1675,62,2,1,2.5,6
214500,0.21,33,912,62,3,0,1.0,4
218500,0.17,115,1510,62,3,0,1.0,8
174000,0.16,35,864,62,2,0,1.0,6
225000,0.46,35,1600,62,4,0,2.0,6
309750,0.07,15,1744,62,3,1,2.5,5
658300,0.69,3,3208,62,4,1,2.5,11
203000,0.06,16,1290,62,2,0,1.5,7
375000,0.03,19,1900,62,2,1,2.5,7
62500,1.0,25,2808,35,3,0,1.0,11
205000,0.19,18,1576,35,3,0,1.5,4
84500,0.2,135,1118,35,3,0,1.0,5
280500,1.09,8,1752,35,3,2,2.0,6
182000,0.02,32,1753,35,3,0,1.5,5
571000,1.0,14,2186,62,3,0,2.5,10
168000,0.25,35,1800,62,2,0,1.0,5
354000,0.46,30,2462,62,5,1,2.5,10
238000,0.2,50,1286,62,5,0,2.0,10
182000,0.16,35,1337,62,3,0,1.0,8
218500,0.17,5,1170,62,2,1,2.5,4
227500,0.55,53,1185,62,3,0,1.0,4
375000,0.5,19,2424,62,4,1,2.5,8
399900,0.09,125,1828,62,3,0,1.5,7
360000,0.34,41,2176,62,4,1,2.5,8
412500,0.39,4,2000,62,3,1,2.5,6
268500,0.18,10,1340,62,3,1,2.5,8
300300,0.13,52,1208,62,3,0,1.0,6
382500,0.19,2,2244,62,4,1,2.5,10
189000,0.3,31,1592,62,3,1,1.5,7
295000,0.39,17,1831,62,3,1,2.5,7
220000,0.01,37,1093,62,2,1,1.5,5
223000,0.12,110,1460,62,2,0,1.0,5
399000,0.25,152,2128,62,3,1,1.5,10
169480,0.24,30,1368,62,3,0,1.0,5
347750,0.15,1,2200,62,3,1,2.5,8
455000,0.25,23,2310,62,2,1,3.0,8
249900,0.04,12,1776,62,3,1,2.5,7
250000,0.05,8,1852,62,3,0,2.5,9
265000,0.32,42,1092,62,2,0,2.0,4
670000,0.11,121,2247,62,4,0,2.0,8
195000,0.11,19,1311,62,3,0,1.5,8
360000,0.13,4,1392,62,3,0,2.5,4
175000,0.4,33,1116,62,4,0,1.5,8
166500,0.1,115,812,62,2,0,1.0,4
190100,0.48,27,1872,52,4,1,2.5,8
180500,0.75,8,1248,40,3,0,2.0,5
440000,0.19,3,1702,52,2,0,2.0,4
170000,0.51,57,1346,52,2,1,1.0,4
220000,0.63,20,1596,52,3,1,2.0,6
70500,0.09,57,884,36,3,0,1.0,7
65000,0.13,137,814,36,2,0,1.0,3
127500,0.19,71,720,36,2,0,1.0,5
155000,0.57,28,2051,36,3,0,1.0,5
255500,0.92,11,1590,36,2,1,2.0,6
136000,0.35,39,1202,36,3,0,1.0,6
204000,0.86,16,2016,36,3,0,1.5,5
200000,0.8,6,1274,36,3,1,2.0,6
163000,0.36,40,960,36,3,0,1.0,5
149350,0.44,47,1056,36,3,0,1.0,6
235000,0.25,12,1820,36,3,0,3.5,8
260000,0.65,27,2486,62,4,1,2.5,7
210000,0.46,27,1890,62,3,0,2.5,9
159900,0.7,84,1274,36,4,1,1.0,6
209000,0.55,14,1716,36,4,0,2.0,6
135000,0.35,22,1336,62,2,1,1.5,4
200000,0.96,45,1392,62,3,0,1.0,5
432600,0.54,1,2346,62,4,0,2.5,10
195000,0.47,19,1475,62,3,0,1.5,7
165000,0.52,16,1248,27,3,0,2.0,6
198000,0.15,16,1920,27,4,1,2.5,10
219000,0.65,2,2040,27,4,0,2.5,8
430000,1.34,15,2649,21,3,1,3.0,7
120000,0.17,105,1500,64,3,0,1.0,6
373735,0.53,1,3163,64,4,1,2.5,10
183853,0.14,18,1343,64,2,1,1.5,4
213500,0.46,17,1573,64,3,1,2.0,5
155000,0.09,18,1270,64,3,1,1.5,4
197000,0.41,14,1316,64,3,0,1.5,8
392499,0.48,11,3092,64,4,1,2.5,11
229900,0.44,7,1328,64,3,1,2.5,8
289250,0.42,14,2560,64,4,1,2.5,12
189900,0.12,17,1343,64,2,1,2.5,6
397200,0.46,1,3250,64,4,1,3.0,12
389405,0.35,1,3086,64,3,1,2.5,8
135000,0.66,155,1080,64,2,1,1.0,3
174000,0.13,16,1120,64,2,1,1.5,6
525000,0.46,1,2876,64,5,1,3.5,12
135000,0.01,19,1281,64,2,0,2.5,3
412000,0.62,9,2900,64,4,1,2.5,10
186000,0.08,18,1512,64,2,1,1.5,7
453935,0.58,1,2879,64,4,1,2.5,9
355000,0.69,3,2537,64,4,1,2.0,11
186000,0.35,37,1056,64,3,0,1.0,4
197000,0.14,16,1296,64,2,1,1.5,6
180000,0.13,18,1512,64,2,1,1.5,3
178000,0.47,27,1338,64,3,1,2.0,7
305000,0.33,10,2368,64,4,1,2.5,7
262000,0.46,8,1528,64,3,0,2.5,4
225000,0.89,27,1857,64,4,1,2.5,8
403040,0.49,0,3320,64,4,1,2.5,12
388500,0.46,14,2227,64,4,1,2.5,10
417000,0.13,6,2742,64,4,1,2.5,11
410000,0.5,9,2988,64,5,1,2.5,11
170000,0.35,17,1656,64,3,1,1.5,8
295000,0.01,9,1760,64,3,1,2.5,5
216000,0.38,39,1702,64,4,1,1.5,8
221649,0.37,38,1682,64,3,1,1.5,4
199900,0.21,17,1180,64,2,1,1.5,4
463000,0.64,3,2885,64,4,1,2.5,10
146500,0.02,20,1281,64,2,0,2.5,3
225000,0.24,18,1596,64,3,1,2.0,4
160000,0.16,21,1184,40,3,0,2.0,4
275055,0.46,1,2745,40,4,1,3.0,8
315513,0.46,1,2680,40,4,1,2.5,11
323759,0.35,1,2483,40,3,1,2.5,10
167500,0.92,19,1188,40,3,0,1.0,4
272699,0.3,1,2366,40,4,1,3.0,7
177500,0.31,19,1508,40,3,1,1.5,4
128000,1.0,50,792,40,2,0,1.0,4
317105,0.44,1,3285,40,4,1,2.5,10
144500,0.15,18,1673,40,2,0,2.0,5
260000,0.33,7,2000,64,4,0,2.5,7
244000,0.33,18,1561,40,3,1,1.5,4
287989,0.4,1,2828,40,4,1,3.0,9
159000,0.16,18,1592,40,3,0,1.5,8
167000,0.16,18,1184,40,3,0,2.0,8
348000,0.17,14,1708,40,2,1,2.0,4
140000,0.17,26,1276,40,2,1,2.0,6
145000,0.15,20,1184,40,2,0,1.5,3
150450,0.17,21,908,40,2,0,1.0,5
230000,0.95,15,1612,64,3,1,2.0,6
147423,0.16,19,912,40,2,1,1.5,3
223000,0.33,17,1508,40,3,1,1.5,6
167500,0.16,18,1492,40,3,0,2.5,6
299000,0.1,25,874,40,3,1,1.0,5
235900,0.59,33,1573,64,4,1,2.5,6
147000,0.24,115,1227,64,3,1,1.0,5
305000,0.53,13,2494,64,3,1,2.5,7
154000,0.17,21,912,40,2,0,1.5,7
149000,0.15,20,988,40,2,0,1.0,7
300279,0.54,1,2762,40,4,1,3.0,9
278000,0.64,33,2625,64,4,1,2.5,10
202000,0.47,28,1222,64,2,0,1.0,6
328463,0.49,1,3144,40,4,1,2.5,10
185000,0.45,16,1173,40,3,1,1.0,5
128000,0.17,21,908,40,2,0,1.0,3
335000,0.92,16,2274,64,4,1,2.5,10
148900,0.16,18,908,40,2,0,1.0,4
229900,0.43,16,1540,40,3,0,1.5,6
215000,0.49,28,1196,64,4,1,2.0,7
253000,0.45,16,1780,40,3,1,1.5,9
304065,0.34,1,2670,40,4,1,3.0,8
222000,0.34,26,1581,40,3,1,1.5,5
165000,0.15,18,1592,40,3,0,1.5,7
275000,0.37,14,2011,40,4,1,2.5,8
325000,0.27,105,1391,40,2,1,1.0,4
406000,1.08,15,2636,40,4,3,2.5,8
230000,0.31,19,1656,40,3,1,1.5,6
125000,0.04,130,1518,64,3,0,1.0,8
148000,0.41,84,1182,64,3,1,1.5,8
279000,0.44,9,1836,64,3,0,2.5,8
250000,0.62,14,1529,64,2,1,2.0,6
314940,0.37,0,2715,40,4,1,3.0,10
165900,0.16,21,1184,40,2,0,1.5,3
150000,0.75,14,1120,36,3,0,1.5,6
133000,0.15,15,1008,36,3,0,1.0,4
155000,0.37,18,1008,36,3,0,1.0,7
220000,0.41,57,2077,36,3,1,2.0,7
229000,1.61,26,1572,36,3,0,1.5,4
177000,0.63,34,1874,36,4,0,1.5,9
120000,0.11,50,768,36,2,0,1.0,6
195000,0.29,3,1552,36,3,1,2.5,5
315371,1.0,1,2331,36,4,1,2.5,8
137000,0.36,48,960,36,2,0,1.0,3
225700,0.36,19,1720,64,3,0,1.5,9
204900,0.34,20,1437,64,3,0,1.5,8
189500,0.34,19,1510,64,3,0,2.0,8
374000,0.72,21,3021,28,4,1,2.5,11
319000,0.35,12,1960,64,4,0,2.5,8
294100,0.39,11,2112,64,3,1,2.5,10
440760,0.38,0,2917,64,4,1,3.0,10
128000,0.16,21,912,40,2,1,1.5,4
239505,0.37,1,2244,40,3,1,2.5,10
141700,0.15,18,1202,40,2,0,1.5,4
215500,0.34,19,2601,40,4,1,2.5,10
320210,0.81,1,2492,40,3,1,2.5,9
273495,0.3,1,2680,40,4,0,2.5,11
256350,0.35,1,2271,40,3,1,2.5,6
255000,0.33,17,2012,40,3,1,3.0,6
124000,0.09,13,920,40,3,0,1.0,8
293000,1.94,5,2111,40,3,1,2.0,9
147000,0.15,20,1184,40,3,1,2.0,4
284595,0.32,1,2627,40,4,1,3.0,10
342269,0.39,1,2641,40,4,1,3.0,9
229000,0.51,25,1736,40,3,1,1.5,8
216900,0.31,19,1656,40,3,1,1.5,7
164900,0.15,22,1168,40,3,1,1.5,6
149000,0.15,18,1385,40,2,1,1.5,3
150000,0.18,85,969,64,2,0,1.0,4
214990,0.32,17,1508,40,3,1,1.5,6
173000,0.14,26,1602,40,2,1,1.5,7
149900,0.17,19,912,40,2,1,1.5,4
155000,0.15,18,1128,40,2,0,1.5,3
170000,0.16,18,1514,40,3,1,1.5,5
237500,0.37,19,1535,40,3,0,2.0,5
297065,0.45,1,2722,40,4,0,3.0,9
342202,0.44,1,2711,40,4,1,2.5,9
345264,0.88,1,3020,40,4,1,3.0,11
325046,0.5,1,2712,40,4,0,2.5,10
367000,1.0,19,2556,64,4,1,2.5,8
159900,0.17,21,1184,40,3,0,2.0,4
145000,0.16,21,912,40,2,1,1.5,3
272500,0.32,18,2212,40,4,1,2.5,10
163255,0.09,25,1602,40,2,1,1.5,3
319000,0.47,1,3285,40,4,1,3.0,12
160600,0.15,20,1406,40,2,0,1.5,3
246000,0.34,20,1472,40,3,1,2.0,6
153000,0.17,57,1072,40,2,0,1.0,6
295000,0.48,15,2504,64,5,1,2.5,10
159000,0.16,18,1184,40,2,0,1.5,3
148400,0.15,20,912,40,2,1,1.5,5
311000,0.54,10,2120,40,3,0,2.5,7
314000,0.53,1,3344,40,4,1,3.5,11
250000,0.4,25,2243,40,3,1,2.5,6
149000,0.16,21,908,40,2,0,1.0,3
307890,0.55,1,2714,40,4,0,3.0,12
223000,0.33,18,1360,40,3,1,1.5,8
219000,0.47,27,1719,64,3,1,1.5,5
178000,0.48,28,1404,64,3,1,1.5,6
295925,0.56,0,2134,40,4,1,2.5,9
141160,0.17,20,912,40,2,0,1.5,6
229900,0.34,9,1423,40,3,1,1.5,8
254900,0.33,10,2044,40,3,0,2.0,5
126000,0.85,28,896,36,2,0,1.0,4
176500,0.37,55,1380,36,3,1,1.5,6
161800,0.34,41,960,36,3,0,1.0,7
112200,0.14,44,840,36,2,0,1.0,4
154500,0.54,35,1820,36,4,0,1.5,8
300000,0.92,19,2144,36,3,1,2.5,8
206000,0.1,17,1610,36,3,0,2.0,8
257000,0.75,6,1752,36,3,0,2.5,7
182000,0.38,36,1729,36,4,1,1.5,8
161000,0.59,37,1056,36,3,0,1.0,6
176000,0.42,21,1292,64,3,0,1.5,6
177160,0.41,35,832,64,3,0,1.0,8
355063,0.36,0,2256,64,4,1,2.5,8
213000,0.48,20,1274,64,3,1,2.0,4
266500,0.52,18,1608,64,3,0,2.5,4
285000,0.36,13,1868,64,3,1,2.5,9
178900,0.35,21,1554,64,3,0,1.0,4
300000,0.56,34,3604,64,6,1,3.5,12
211000,0.49,41,1887,64,4,1,2.5,8
451000,2.0,52,1326,64,3,0,1.0,7
201400,0.49,30,1876,64,3,1,2.5,6
195900,0.4,34,1672,64,3,1,0.0,5
190000,0.57,35,2064,64,4,1,2.5,6
150000,0.21,19,1138,64,2,1,1.0,4
206000,1.0,19,1814,64,3,1,1.5,7
285000,0.32,28,2380,64,4,1,1.5,10
120000,0.2,24,976,64,2,0,2.0,3
377500,1.0,21,2886,64,4,2,2.5,9
340000,0.55,8,2483,64,4,1,2.5,10
240000,0.45,35,1846,64,3,1,1.5,6
295000,0.49,17,2592,64,4,1,2.5,12
215000,0.63,21,1792,64,3,0,1.5,9
275000,0.47,35,2588,64,4,1,2.5,10
189000,0.81,53,1210,64,3,0,1.0,7
156000,0.09,26,1290,64,2,1,1.5,3
410000,0.79,11,2444,75,4,1,3.0,11
264500,0.46,34,2376,64,4,2,2.5,9
145500,0.09,20,1480,64,3,0,1.5,4
116500,0.08,22,1375,64,2,0,1.5,4
264500,0.44,40,2676,64,4,1,2.5,11
215000,0.3,32,1778,64,3,1,1.5,6
263000,0.6,28,2570,64,5,1,2.5,12
243000,0.57,9,1272,64,2,0,1.5,6
203000,0.29,30,1852,64,3,1,1.5,6
335000,0.61,10,2298,64,4,1,2.5,9
385000,0.5,7,2259,64,4,1,2.5,9
210000,0.59,38,2426,64,4,1,2.5,7
154000,0.14,20,1480,64,3,1,1.5,5
155000,0.17,20,1244,64,2,0,2.0,6
165000,0.17,22,1479,64,3,0,1.5,4
300000,0.7,15,2358,64,4,0,2.5,7
240000,0.46,33,1453,64,4,1,2.0,9
182000,0.35,40,2080,64,4,1,1.5,10
194000,6.15,64,1960,64,3,1,1.5,9
410000,0.44,3,2600,64,4,1,2.5,10
280000,0.85,18,1897,64,4,1,2.5,7
235000,0.47,37,1872,64,4,1,2.5,9
185000,0.06,27,1260,64,2,1,1.5,6
167000,0.21,21,1228,64,3,1,1.5,5
206500,0.5,35,1956,64,4,0,2.0,7
165000,0.05,19,1480,64,3,0,2.5,6
230000,0.35,42,1793,64,4,1,1.5,9
235000,0.73,34,2078,64,4,1,1.5,6
200500,0.69,26,1666,64,3,1,1.5,4
310000,0.46,21,2378,64,3,1,2.5,9
169900,0.06,27,1452,64,3,1,1.5,5
210500,0.28,22,1792,64,3,1,1.5,5
305000,0.92,16,2290,75,4,1,2.0,7
508000,0.17,1,3511,64,4,1,2.5,12
220000,0.41,39,1922,64,4,0,1.5,9
256000,0.5,20,2263,64,4,1,2.5,11
196900,0.41,35,1672,64,4,0,1.5,6
233000,0.26,30,1902,64,3,1,1.5,5
140000,0.06,20,1479,64,2,1,1.5,7
162900,0.12,20,1314,64,2,1,1.5,5
178000,0.17,18,1302,64,2,0,1.5,4
265000,0.67,40,2310,64,5,1,2.5,10
454900,0.66,9,2880,64,4,1,2.5,11
215000,5.65,53,1948,64,2,1,1.5,5
248000,0.67,16,1613,64,3,1,1.5,8
395000,0.7,16,2803,64,4,1,3.0,10
171500,0.07,20,1479,64,3,1,1.5,4
268000,0.48,27,2147,64,4,1,2.5,10
166500,0.06,20,1314,64,2,1,1.5,4
355000,0.43,7,2330,64,4,1,2.5,7
165000,0.93,13,1352,64,3,0,1.0,8
300000,0.08,34,2276,64,5,1,2.5,10
350000,0.5,18,2162,64,4,1,2.5,9
279900,0.49,19,2091,64,4,1,2.5,8
265000,0.65,37,2564,64,4,1,2.5,8
267000,0.31,33,2050,64,4,0,1.5,9
235000,0.76,38,1768,64,3,0,2.0,5
299900,0.46,18,2497,64,3,1,2.5,9
167000,0.07,26,1290,64,2,1,1.5,7
168000,0.4,149,1776,64,3,0,2.0,8
150000,0.07,21,1480,64,3,0,1.5,6
255000,0.41,21,1910,64,4,0,2.5,6
455000,4.2,29,2828,64,3,1,2.5,10
351100,0.46,3,2535,64,4,1,2.5,10
315000,0.46,36,2576,64,4,1,2.5,12
220000,0.4,21,1500,64,3,0,1.5,7
159000,0.14,20,1480,64,3,0,1.5,8
341000,0.57,16,2250,64,3,1,2.5,8
276000,0.47,19,1831,64,3,1,2.0,5
309000,0.49,19,2214,64,4,1,2.5,10
217021,0.46,31,1846,64,3,0,1.5,7
188500,0.05,19,1302,64,2,0,1.5,6
320000,0.55,33,2212,64,4,1,2.5,9
247000,0.34,40,1783,64,4,1,2.5,10
166000,0.1,21,1480,64,2,1,1.5,7
236000,0.15,37,1794,64,3,0,2.0,6
233900,0.3,32,1918,64,4,1,1.5,6
162740,0.07,21,1480,64,3,1,1.5,8
225000,0.45,35,1756,64,4,1,1.5,7
360000,0.91,17,2499,64,4,1,3.0,7
281520,0.56,34,2310,64,5,1,3.0,8
365000,0.56,0,2950,64,4,1,2.5,12
315000,0.6,20,2702,64,4,3,2.5,10
297900,0.3,15,2288,64,3,1,2.5,8
270000,0.42,35,1838,64,4,0,1.5,7
260000,0.42,27,2310,64,4,1,2.5,10
72000,0.33,85,1152,52,3,0,1.0,6
229500,0.34,22,1577,64,3,0,2.0,8
275000,0.54,19,2175,64,4,1,2.5,10
155000,0.29,23,1375,64,2,0,1.5,4
225570,0.37,27,1616,64,3,1,3.0,8
224000,0.54,38,1954,64,4,1,2.0,10
290000,0.61,34,2728,64,4,1,2.5,10
262000,0.64,35,2553,64,4,1,2.5,9
319900,0.34,3,1963,64,4,1,2.5,8
265000,0.45,43,2564,64,4,1,2.5,11
255000,0.33,19,1792,64,3,1,1.5,7
217300,0.35,40,1663,64,3,1,1.0,8
291000,0.49,6,2070,64,4,1,2.5,6
319000,0.46,26,2588,64,4,1,2.5,12
271500,0.54,35,2276,64,5,1,2.5,9
224900,0.48,45,1732,64,4,0,2.0,7
260000,0.63,39,2310,64,5,1,2.5,9
199900,0.63,38,1742,52,4,1,1.0,10
252659,0.41,36,2802,64,4,1,2.5,8
312500,0.46,16,1902,64,4,1,2.5,6
290000,0.46,22,2030,64,4,1,2.5,10
155000,0.57,59,1498,75,2,1,1.0,7
355000,0.55,20,2116,64,3,1,2.5,10
190000,0.83,37,2108,64,4,1,2.5,10
130000,0.06,16,1480,40,2,1,2.5,4
264000,0.21,1,2427,40,3,0,2.5,9
193980,0.31,12,1348,40,2,0,2.0,5
219900,0.25,13,1391,40,3,0,2.0,8
469900,1.4,2,3422,62,4,1,4.0,12
314230,0.51,1,2686,62,4,1,3.0,10
138900,0.15,14,1034,40,2,0,1.5,3
160000,0.29,14,1072,40,2,0,1.0,7
228000,0.25,12,1512,40,3,0,2.0,8
224400,5.0,17,1008,40,2,0,1.0,5
132870,0.06,17,1480,40,3,1,1.5,5
135600,0.51,34,912,40,3,0,1.0,4
150600,0.07,17,1480,40,3,1,1.5,7
335000,1.25,16,1558,62,3,1,2.0,7
316250,0.04,0,2648,62,4,1,2.5,11
181280,0.39,26,2248,40,4,0,1.0,10
158000,0.73,85,1461,40,3,0,1.0,6
221000,0.23,11,1470,40,3,1,2.5,8
230000,0.5,8,1900,40,3,0,1.5,6
299000,0.1,8,2054,62,4,0,2.5,6
148000,0.07,16,1480,40,2,1,2.5,4
267500,0.24,14,1822,40,3,0,2.0,9
259000,0.01,12,1620,62,3,1,2.5,5
321000,0.1,14,2120,62,4,0,2.5,8
409790,0.27,1,3009,62,5,1,3.5,12
184000,0.45,35,1791,40,4,0,1.0,10
145000,0.07,16,1480,40,2,1,2.5,3
310000,1.75,14,1300,40,3,0,2.0,4
170000,0.07,16,1480,40,3,1,1.5,5
210500,0.02,15,1876,40,3,0,2.0,6
199900,0.24,13,1564,40,3,0,2.0,5
150000,0.28,70,1248,40,3,0,1.5,4
153000,0.11,16,1480,40,2,0,2.5,4
334000,0.55,12,2281,62,4,1,2.5,7
216900,0.4,38,2395,40,3,1,1.5,6
259000,0.05,15,1915,40,4,1,2.5,10
240000,0.3,12,1400,40,3,2,1.5,4
186030,0.37,38,1104,40,4,0,1.0,9
203000,0.43,14,1796,40,3,1,2.5,8
255000,0.13,15,1512,40,3,0,1.5,6
119000,0.09,95,1646,40,3,0,1.0,5
260800,0.5,5,1868,40,3,1,2.5,7
169000,0.19,15,1301,40,3,0,1.5,4
225000,0.95,15,1652,62,3,0,2.0,7
124000,0.35,33,1056,62,3,0,1.0,7
245000,0.51,22,2312,62,3,0,1.5,10
250000,0.48,15,2072,62,3,0,2.5,5
172000,0.46,20,1200,62,2,0,1.0,6
153500,0.48,33,1764,62,3,1,1.5,7
165000,0.02,17,960,62,3,0,1.0,4
159000,0.17,22,988,51,2,0,2.0,4
171500,0.17,19,1514,51,3,0,1.5,7
240000,0.51,13,1320,61,3,0,2.0,7
409550,0.69,1,2719,61,3,1,2.0,9
302000,0.61,11,1796,61,3,1,2.5,6
285000,0.38,4,1709,61,3,1,2.5,5
385900,0.4,1,3008,61,4,1,2.5,11
140595,0.42,71,1350,61,3,0,1.0,5
213000,0.47,20,1200,61,3,0,1.5,7
335000,0.47,3,1857,61,3,1,2.5,6
290000,0.66,15,2305,51,4,1,2.5,11
265000,0.49,1,2184,51,3,1,2.5,10
334000,0.32,116,1668,51,3,0,2.0,7
382406,0.44,1,2712,51,4,1,2.5,12
149300,0.16,20,912,51,2,0,1.5,3
212000,0.34,21,1508,51,3,0,1.5,4
195000,0.46,28,1232,61,3,1,1.0,6
245000,0.36,106,1836,51,4,1,1.5,6
422680,0.16,176,4486,51,6,1,4.0,12
240000,4.21,38,2204,51,3,2,2.0,8
156000,0.16,19,1184,51,3,0,2.0,7
265000,0.49,1,2184,51,3,1,2.5,8
334000,0.32,116,1668,51,3,0,2.0,5
382406,0.44,1,2712,51,4,1,2.5,11
149300,0.16,20,912,51,2,0,1.5,5
212000,0.34,21,1508,51,3,0,1.5,4
195000,0.46,28,1232,61,3,1,1.0,4
171600,0.32,15,960,61,3,0,1.0,4
245000,0.36,106,1836,51,4,1,1.5,8
282000,0.87,12,1836,61,4,1,1.5,6
260000,0.34,42,1803,61,4,0,1.5,6
254500,0.17,9,1463,61,3,1,2.0,8
179900,0.07,27,1290,61,2,1,1.5,7
255000,0.53,38,2310,61,5,1,2.5,10
265000,0.43,40,1664,61,3,1,2.0,4
174000,0.06,21,1479,61,3,0,1.5,8
322000,0.26,7,2483,61,4,1,2.5,8
337000,0.46,4,2480,61,4,1,2.5,10
221450,0.36,121,2699,61,6,1,1.0,12
247000,0.3,28,1676,61,3,1,2.5,8
180000,0.54,38,2816,61,5,1,2.5,10
229900,0.37,26,1966,61,3,0,1.5,7
230000,0.54,39,2112,61,4,1,1.5,9
388000,0.77,9,2762,61,4,1,2.5,12
350000,0.66,23,2184,61,3,1,2.5,9
169700,0.07,22,1480,61,3,0,1.5,7
190000,0.53,39,1624,61,3,0,1.0,4
317500,0.54,19,1650,61,3,1,2.0,4
70000,1.34,34,1313,61,2,0,1.5,3
300000,0.65,19,2600,61,4,1,2.5,11
145400,0.13,22,945,61,2,0,1.0,5
183500,0.28,57,1121,61,3,0,1.5,4
275900,0.81,0,2288,61,3,1,2.5,8
436023,0.41,5,2718,61,4,1,2.5,12
319900,0.58,42,2464,61,4,1,2.5,8
249000,0.43,41,2426,61,4,2,2.0,7
289000,0.38,32,2310,61,5,1,2.5,11
285000,0.94,37,2564,61,4,1,2.5,11
194900,0.39,9,1099,51,2,0,1.0,3
125000,0.24,48,1225,51,3,1,1.0,7
111300,0.59,86,1959,51,3,0,1.0,6
